MorningReports_MorningReport_0_ReportType,MorningReports_MorningReport_0_BeginDate,MorningReports_MorningReport_0_CreationDate,MorningReports_MorningReport_0_PeakLoadYesterdayHour,MorningReports_MorningReport_0_PeakLoadYesterdayMw,MorningReports_MorningReport_0_CsoMw,MorningReports_MorningReport_0_CapAdditionsMw,MorningReports_MorningReport_0_GenOutagesReductionMW,MorningReports_MorningReport_0_UncommittedAvailGenMw,MorningReports_MorningReport_0_DRRCapacityMw,MorningReports_MorningReport_0_UncommitedAvailDRRMw,MorningReports_MorningReport_0_NetCapDeliveryMw,MorningReports_MorningReport_0_TieDelivery_0_TieName,MorningReports_MorningReport_0_TieDelivery_0_TieFlowMw,MorningReports_MorningReport_0_TieDelivery_1_TieName,MorningReports_MorningReport_0_TieDelivery_1_TieFlowMw,MorningReports_MorningReport_0_TieDelivery_2_TieName,MorningReports_MorningReport_0_TieDelivery_2_TieFlowMw,MorningReports_MorningReport_0_TieDelivery_3_TieName,MorningReports_MorningReport_0_TieDelivery_3_TieFlowMw,MorningReports_MorningReport_0_TieDelivery_4_TieName,MorningReports_MorningReport_0_TieDelivery_4_TieFlowMw,MorningReports_MorningReport_0_TieDelivery_5_TieName,MorningReports_MorningReport_0_TieDelivery_5_TieFlowMw,MorningReports_MorningReport_0_TotAvailCapMw,MorningReports_MorningReport_0_PeakLoadTodayHour,MorningReports_MorningReport_0_PeakLoadTodayMw,MorningReports_MorningReport_0_TotalOperReserveReqMw,MorningReports_MorningReport_0_CapRequiredMw,MorningReports_MorningReport_0_SurplusDeficiencyMw,MorningReports_MorningReport_0_ReplReserveRequiredMw,MorningReports_MorningReport_0_ExcessCommitMw,MorningReports_MorningReport_0_LargestFirstContMw,MorningReports_MorningReport_0_AmsPeakLoadExpMw,MorningReports_MorningReport_0_NyIsoSarAvail,MorningReports_MorningReport_0_TenMinReserveReqMw,MorningReports_MorningReport_0_TenMinReserveEstMw,MorningReports_MorningReport_0_ThirtyMinReserveReqMw,MorningReports_MorningReport_0_ThirtyMinReserveEstMw,MorningReports_MorningReport_0_ExpActOp4Mw,MorningReports_MorningReport_0_AddlCapAvailOp4ActMw,MorningReports_MorningReport_0_InterchangeDetail_0_TieName,MorningReports_MorningReport_0_InterchangeDetail_0_ImportLimitInMw,MorningReports_MorningReport_0_InterchangeDetail_0_ExportLimitOutMw,MorningReports_MorningReport_0_InterchangeDetail_0_ScheduledMw,MorningReports_MorningReport_0_InterchangeDetail_1_TieName,MorningReports_MorningReport_0_InterchangeDetail_1_ImportLimitInMw,MorningReports_MorningReport_0_InterchangeDetail_1_ExportLimitOutMw,MorningReports_MorningReport_0_InterchangeDetail_1_ScheduledMw,MorningReports_MorningReport_0_InterchangeDetail_2_TieName,MorningReports_MorningReport_0_InterchangeDetail_2_ImportLimitInMw,MorningReports_MorningReport_0_InterchangeDetail_2_ExportLimitOutMw,MorningReports_MorningReport_0_InterchangeDetail_2_ScheduledMw,MorningReports_MorningReport_0_InterchangeDetail_3_TieName,MorningReports_MorningReport_0_InterchangeDetail_3_ImportLimitInMw,MorningReports_MorningReport_0_InterchangeDetail_3_ExportLimitOutMw,MorningReports_MorningReport_0_InterchangeDetail_3_ScheduledMw,MorningReports_MorningReport_0_InterchangeDetail_4_TieName,MorningReports_MorningReport_0_InterchangeDetail_4_ImportLimitInMw,MorningReports_MorningReport_0_InterchangeDetail_4_ExportLimitOutMw,MorningReports_MorningReport_0_InterchangeDetail_4_ScheduledMw,MorningReports_MorningReport_0_InterchangeDetail_5_TieName,MorningReports_MorningReport_0_InterchangeDetail_5_ImportLimitInMw,MorningReports_MorningReport_0_InterchangeDetail_5_ExportLimitOutMw,MorningReports_MorningReport_0_InterchangeDetail_5_ScheduledMw,MorningReports_MorningReport_0_CityForecastDetail_0_CityName,MorningReports_MorningReport_0_CityForecastDetail_0_HighTemperature,MorningReports_MorningReport_0_CityForecastDetail_0_WeatherConditions,MorningReports_MorningReport_0_CityForecastDetail_0_WindDirSpeed,MorningReports_MorningReport_0_CityForecastDetail_1_CityName,MorningReports_MorningReport_0_CityForecastDetail_1_HighTemperature,MorningReports_MorningReport_0_CityForecastDetail_1_WeatherConditions,MorningReports_MorningReport_0_CityForecastDetail_1_WindDirSpeed,MorningReports_MorningReport_0_NonCommUnitsCapMw,MorningReports_MorningReport_0_UnitCommMinOrrCount,MorningReports_MorningReport_0_UnitCommMinOrrMw,MorningReports_MorningReport_0_GeoMagDistIsoAction,MorningReports_MorningReport_0_GeoMagDistOthCntrAction,api_name,timestamp,unique_id
Final,2025-05-15T00:00:00.000-04:00,2025-05-15T12:00:05.000-04:00,2025-05-14T21:00:00.000-04:00,13609,27807,966,7224,5829,224,12,-1049,Highgate,-75,NB,-185,NYISO AC,-551,NYISO CSC,0,NYISO NNC,-25,Phase 2,-213,16981,2025-05-15T20:00:00.000-04:00,13900,1928,15828,1153,160,993,1247,19609,Y,1496,1496,432,1585,0,0,Highgate,-225,100,-75,NB,-875,200,-185,NYISO AC,-1000,500,-551,NYISO CSC,0,0,0,NYISO NNC,-25,25,-25,Phase 2,-1400,1000,-213,Boston,62,Rain,E-6,Hartford,68,Rain,S-7,0,0,0,None,None,Morning Report,2025-06-04 18:17:29.853994,e4eecd7b
