GenFuelMixes_GenFuelMix_0_BeginDate,GenFuelMixes_GenFuelMix_0_GenMw,GenFuelMixes_GenFuelMix_0_FuelCategoryRollup,GenFuelMixes_GenFuelMix_0_FuelCategory,GenFuelMixes_GenFuelMix_0_MarginalFlag,GenFuelMixes_GenFuelMix_1_BeginDate,GenFuelMixes_GenFuelMix_1_GenMw,GenFuelMixes_GenFuelMix_1_FuelCategoryRollup,GenFuelMixes_GenFuelMix_1_FuelCategory,GenFuelMixes_GenFuelMix_1_MarginalFlag,GenFuelMixes_GenFuelMix_2_BeginDate,GenFuelMixes_GenFuelMix_2_GenMw,GenFuelMixes_GenFuelMix_2_FuelCategoryRollup,GenFuelMixes_GenFuelMix_2_FuelCategory,GenFuelMixes_GenFuelMix_2_MarginalFlag,GenFuelMixes_GenFuelMix_3_BeginDate,GenFuelMixes_GenFuelMix_3_GenMw,GenFuelMixes_GenFuelMix_3_FuelCategoryRollup,GenFuelMixes_GenFuelMix_3_FuelCategory,GenFuelMixes_GenFuelMix_3_MarginalFlag,GenFuelMixes_GenFuelMix_4_BeginDate,GenFuelMixes_GenFuelMix_4_GenMw,GenFuelMixes_GenFuelMix_4_FuelCategoryRollup,GenFuelMixes_GenFuelMix_4_FuelCategory,GenFuelMixes_GenFuelMix_4_MarginalFlag,GenFuelMixes_GenFuelMix_5_BeginDate,GenFuelMixes_GenFuelMix_5_GenMw,GenFuelMixes_GenFuelMix_5_FuelCategoryRollup,GenFuelMixes_GenFuelMix_5_FuelCategory,GenFuelMixes_GenFuelMix_5_MarginalFlag,GenFuelMixes_GenFuelMix_6_BeginDate,GenFuelMixes_GenFuelMix_6_GenMw,GenFuelMixes_GenFuelMix_6_FuelCategoryRollup,GenFuelMixes_GenFuelMix_6_FuelCategory,GenFuelMixes_GenFuelMix_6_MarginalFlag,GenFuelMixes_GenFuelMix_7_BeginDate,GenFuelMixes_GenFuelMix_7_GenMw,GenFuelMixes_GenFuelMix_7_FuelCategoryRollup,GenFuelMixes_GenFuelMix_7_FuelCategory,GenFuelMixes_GenFuelMix_7_MarginalFlag,GenFuelMixes_GenFuelMix_8_BeginDate,GenFuelMixes_GenFuelMix_8_GenMw,GenFuelMixes_GenFuelMix_8_FuelCategoryRollup,GenFuelMixes_GenFuelMix_8_FuelCategory,GenFuelMixes_GenFuelMix_8_MarginalFlag,api_name,timestamp,unique_id
2025-05-31T16:13:45.000-04:00,1084,Hydro,Hydro,N,2025-05-31T16:13:45.000-04:00,4190,Natural Gas,Natural Gas,Y,2025-05-31T16:13:45.000-04:00,3350,Nuclear,Nuclear,N,2025-05-31T16:13:45.000-04:00,18,Other,Other,N,2025-05-31T16:13:45.000-04:00,28,Renewables,Landfill Gas,N,2025-05-31T16:13:45.000-04:00,266,Renewables,Refuse,N,2025-05-31T16:13:45.000-04:00,321,Renewables,Solar,N,2025-05-31T16:13:45.000-04:00,474,Renewables,Wind,N,2025-05-31T16:13:45.000-04:00,195,Renewables,Wood,Y,iso_ne_fuel_mix,2025-05-31 16:14:06.676686,dced3ef5
